# WARNING: All dates parsed from relative strings. 
# Monthly counts may have ±2 week error for recent reviews 
# and ±6 month error for reviews older than 1 year.
# Treat monthly trends as directionally correct, 
# not precise.
location_name,month,strip_region,room_count,monthly_review_count,avg_rating,normalized_traffic_index,smoothed_traffic_index,data_quality_flag
Bally's Las Vegas (Horseshoe),2025-11,South,2814.0,112,3.75,3.9800995024875623,3.94456289978678,ok
Bally's Las Vegas (Horseshoe),2025-12,South,2814.0,115,3.7304347826086954,4.0867093105899075,3.932717365553186,ok
Bally's Las Vegas (Horseshoe),2026-01,South,2814.0,99,3.6565656565656566,3.518123667377399,3.8616441601516223,ok
Bally's Las Vegas (Horseshoe),2026-02,South,2814.0,154,3.720779220779221,5.472636815920398,4.359156597962568,ok
Bellagio,2025-12,South,3933.0,341,4.6158357771261,8.67022629036359,8.67022629036359,ok
Bellagio,2026-01,South,3933.0,504,4.623015873015873,12.814645308924485,10.742435799644038,ok
Bellagio,2026-02,South,3933.0,568,4.670774647887324,14.441901856089498,11.975591151792523,ok
Caesars Palace,2025-11,North,3960.0,283,4.226148409893993,7.146464646464647,7.146464646464647,ok
Caesars Palace,2025-12,North,3960.0,328,4.326219512195122,8.282828282828284,7.714646464646465,ok
Caesars Palace,2026-01,North,3960.0,390,4.2615384615384615,9.848484848484848,8.425925925925926,ok
Caesars Palace,2026-02,North,3960.0,397,4.355163727959698,10.025252525252524,9.385521885521884,ok
Circus Circus,2025-07,North,3767.0,127,3.921259842519685,3.3713830634457125,3.3713830634457125,ok
Circus Circus,2025-08,North,3767.0,165,3.8545454545454545,4.380143350146005,3.8757632067958587,ok
Circus Circus,2025-09,North,3767.0,150,3.48,3.9819485001327317,3.911158304574817,ok
Circus Circus,2025-10,North,3767.0,182,3.3846153846153846,4.831430846827715,4.397840899035484,ok
Circus Circus,2025-11,North,3767.0,222,3.3018018018018016,5.893283780196443,4.90222104238563,ok
Circus Circus,2025-12,North,3767.0,142,3.4577464788732395,3.7695779134589857,4.831430846827715,ok
Circus Circus,2026-01,North,3767.0,200,3.41,5.309264666843642,4.990708786833024,ok
Circus Circus,2026-02,North,3767.0,191,3.5968586387434556,5.0703477568356785,4.716396779046102,ok
Delano Las Vegas,2024-03,South,1117.0,601,4.454242928452579,53.804834377797675,53.804834377797675,ok
Delano Las Vegas,2025-03,South,1117.0,486,4.195473251028806,43.50940017905103,48.65711727842435,ok
Delano Las Vegas,2025-04,South,1117.0,35,3.8285714285714287,3.133393017009848,33.48254252461952,ok
Delano Las Vegas,2025-05,South,1117.0,28,4.071428571428571,2.5067144136078783,16.383169203222916,suspected_hole
Delano Las Vegas,2025-06,South,1117.0,37,3.6216216216216215,3.312444046553268,2.984183825723665,suspected_hole
Delano Las Vegas,2025-07,South,1117.0,35,4.0285714285714285,3.133393017009848,2.9841838257236653,ok
Delano Las Vegas,2025-08,South,1117.0,44,3.5681818181818183,3.9391226499552374,3.461653237839451,ok
Delano Las Vegas,2025-09,South,1117.0,35,3.942857142857143,3.133393017009848,3.4019695613249783,ok
Delano Las Vegas,2025-10,South,1117.0,26,3.8846153846153846,2.3276633840644583,3.1333930170098476,ok
Delano Las Vegas,2025-11,South,1117.0,46,3.782608695652174,4.118173679498657,3.1930766935243207,ok
Delano Las Vegas,2025-12,South,1117.0,26,4.1923076923076925,2.3276633840644583,2.9245001492091913,ok
Delano Las Vegas,2026-01,South,1117.0,36,3.4444444444444446,3.222918531781558,3.222918531781558,ok
Delano Las Vegas,2026-02,South,1117.0,37,3.5405405405405403,3.312444046553268,2.954341987466428,ok
Excalibur,2025-10,South,3981.0,39,3.717948717948718,0.9796533534287867,0.9796533534287867,ok
Excalibur,2025-11,South,3981.0,399,3.9473684210526314,10.022607385079125,5.501130369253956,ok
Excalibur,2025-12,South,3981.0,283,3.908127208480565,7.10876664154735,6.037009126685088,ok
Excalibur,2026-01,South,3981.0,254,3.854330708661417,6.380306455664406,7.837226827430293,ok
Excalibur,2026-02,South,3981.0,411,3.851581508515815,10.324039186134137,7.937704094448631,ok
Flamingo Las Vegas,2025-09,North,3460.0,162,3.765432098765432,4.682080924855491,4.682080924855491,ok
Flamingo Las Vegas,2025-10,North,3460.0,271,3.8450184501845017,7.832369942196532,6.257225433526012,ok
Flamingo Las Vegas,2025-11,North,3460.0,269,3.9553903345724906,7.77456647398844,6.763005780346821,ok
Flamingo Las Vegas,2025-12,North,3460.0,261,3.7739463601532566,7.543352601156069,7.716763005780347,ok
Flamingo Las Vegas,2026-01,North,3460.0,219,3.9452054794520546,6.329479768786126,7.215799614643545,ok
Flamingo Las Vegas,2026-02,North,3460.0,261,3.8007662835249043,7.543352601156069,7.1387283236994215,ok
Four Seasons Las Vegas,2022-03,South,424.0,226,4.579646017699115,53.301886792452834,53.301886792452834,ok
Four Seasons Las Vegas,2023-03,South,424.0,300,4.693333333333333,70.75471698113208,62.028301886792455,ok
Four Seasons Las Vegas,2024-03,South,424.0,233,4.738197424892704,54.95283018867924,59.66981132075472,ok
Four Seasons Las Vegas,2025-03,South,424.0,177,4.5875706214689265,41.74528301886792,55.817610062893074,ok
Four Seasons Las Vegas,2025-04,South,424.0,17,4.588235294117647,4.009433962264151,33.569182389937104,suspected_hole
Four Seasons Las Vegas,2025-05,South,424.0,19,4.578947368421052,4.481132075471698,16.745283018867923,suspected_hole
Four Seasons Las Vegas,2025-06,South,424.0,16,4.5,3.7735849056603774,4.088050314465408,suspected_hole
Four Seasons Las Vegas,2025-07,South,424.0,12,4.833333333333333,2.8301886792452833,3.6949685534591197,ok
Four Seasons Las Vegas,2025-08,South,424.0,7,3.857142857142857,1.650943396226415,2.751572327044025,ok
Four Seasons Las Vegas,2025-09,South,424.0,6,4.833333333333333,1.4150943396226416,1.9654088050314467,ok
Four Seasons Las Vegas,2025-10,South,424.0,7,4.428571428571429,1.650943396226415,1.5723270440251573,ok
Four Seasons Las Vegas,2025-11,South,424.0,11,4.545454545454546,2.5943396226415096,1.886792452830189,ok
Four Seasons Las Vegas,2025-12,South,424.0,8,3.875,1.8867924528301887,2.0440251572327046,ok
Four Seasons Las Vegas,2026-01,South,424.0,19,4.052631578947368,4.481132075471698,2.9874213836477987,ok
Four Seasons Las Vegas,2026-02,South,424.0,15,4.266666666666667,3.5377358490566038,3.30188679245283,ok
Harrah's Las Vegas,2025-03,North,2542.0,203,3.6748768472906406,7.985837922895358,7.985837922895358,ok
Harrah's Las Vegas,2025-04,North,2542.0,120,3.525,4.720692368214005,6.353265145554682,ok
Harrah's Las Vegas,2025-05,North,2542.0,109,3.6513761467889907,4.287962234461054,5.664830841856806,ok
Harrah's Las Vegas,2025-06,North,2542.0,94,3.6914893617021276,3.6978756884343036,4.235510097036454,ok
Harrah's Las Vegas,2025-07,North,2542.0,108,3.6203703703703702,4.248623131392605,4.078153684762654,ok
Harrah's Las Vegas,2025-08,North,2542.0,98,3.6530612244897958,3.8552321007081036,3.9339103068450036,ok
Harrah's Las Vegas,2025-09,North,2542.0,102,3.872549019607843,4.012588512981904,4.038814581694204,ok
Harrah's Las Vegas,2025-10,North,2542.0,90,3.522222222222222,3.540519276160504,3.8027799632835038,ok
Harrah's Las Vegas,2025-11,North,2542.0,121,3.5950413223140494,4.7600314712824545,4.104379753474954,ok
Harrah's Las Vegas,2025-12,North,2542.0,67,3.8805970149253732,2.6357199055861527,3.645423551009704,ok
Harrah's Las Vegas,2026-01,North,2542.0,75,3.56,2.9504327301337527,3.4487280356674535,ok
Harrah's Las Vegas,2026-02,North,2542.0,145,3.4,5.704169944925256,3.7634408602150535,ok
Luxor Las Vegas,2025-11,South,4407.0,321,3.797507788161994,7.283866575901975,7.283866575901975,ok
Luxor Las Vegas,2025-12,South,4407.0,296,3.864864864864865,6.716587247560699,7.000226911731337,ok
Luxor Las Vegas,2026-01,South,4407.0,308,3.844155844155844,6.988881325164511,6.996445049542395,ok
Luxor Las Vegas,2026-02,South,4407.0,461,3.8503253796095445,10.460630814613117,8.05536646244611,ok
Mandalay Bay,2025-04,South,4752.0,96,3.625,2.0202020202020203,2.0202020202020203,ok
Mandalay Bay,2025-05,South,4752.0,126,3.9126984126984126,2.6515151515151514,2.3358585858585856,ok
Mandalay Bay,2025-06,South,4752.0,137,4.0510948905109485,2.8829966329966332,2.5182379349046013,ok
Mandalay Bay,2025-07,South,4752.0,133,3.9323308270676693,2.798821548821549,2.7777777777777772,ok
Mandalay Bay,2025-08,South,4752.0,149,3.778523489932886,3.135521885521886,2.939113355780023,ok
Mandalay Bay,2025-09,South,4752.0,121,3.677685950413223,2.5462962962962963,2.826879910213244,ok
Mandalay Bay,2025-10,South,4752.0,90,3.811111111111111,1.893939393939394,2.5252525252525255,ok
Mandalay Bay,2025-11,South,4752.0,96,3.8958333333333335,2.0202020202020203,2.1534792368125704,ok
Mandalay Bay,2025-12,South,4752.0,102,3.7941176470588234,2.146464646464646,2.0202020202020203,ok
Mandalay Bay,2026-01,South,4752.0,134,3.41044776119403,2.81986531986532,2.328843995510662,ok
Mandalay Bay,2026-02,South,4752.0,152,3.9210526315789473,3.1986531986531985,2.7216610549943883,ok
Paris Las Vegas,2025-11,South,2916.0,340,4.114705882352941,11.659807956104252,11.659807956104252,ok
Paris Las Vegas,2025-12,South,2916.0,246,4.300813008130081,8.436213991769549,10.0480109739369,ok
Paris Las Vegas,2026-01,South,2916.0,345,3.8666666666666667,11.831275720164609,10.642432556012803,ok
Paris Las Vegas,2026-02,South,2916.0,465,4.113978494623656,15.946502057613168,12.07133058984911,ok
Park MGM,2025-05,South,2700.0,47,4.127659574468085,1.7407407407407407,1.7407407407407407,ok
Park MGM,2025-06,South,2700.0,199,4.175879396984925,7.37037037037037,4.555555555555555,ok
Park MGM,2025-07,South,2700.0,168,4.178571428571429,6.222222222222222,5.111111111111111,ok
Park MGM,2025-08,South,2700.0,151,4.33112582781457,5.592592592592593,6.395061728395061,ok
Park MGM,2025-09,South,2700.0,152,4.394736842105263,5.62962962962963,5.814814814814814,ok
Park MGM,2025-10,South,2700.0,162,4.277777777777778,6.0,5.7407407407407405,ok
Park MGM,2025-11,South,2700.0,142,4.140845070422535,5.2592592592592595,5.62962962962963,ok
Park MGM,2025-12,South,2700.0,147,4.496598639455782,5.444444444444444,5.567901234567901,ok
Park MGM,2026-01,South,2700.0,69,4.449275362318841,2.555555555555556,4.419753086419753,ok
Park MGM,2026-02,South,2700.0,218,4.275229357798165,8.074074074074074,5.358024691358025,ok
Planet Hollywood,2025-09,South,2496.0,31,4.064516129032258,1.2419871794871795,1.2419871794871795,ok
Planet Hollywood,2025-10,South,2496.0,262,4.198473282442748,10.496794871794872,5.8693910256410255,ok
Planet Hollywood,2025-11,South,2496.0,304,3.9934210526315788,12.179487179487179,7.97275641025641,ok
Planet Hollywood,2025-12,South,2496.0,230,4.01304347826087,9.214743589743591,10.63034188034188,ok
Planet Hollywood,2026-01,South,2496.0,237,4.09704641350211,9.495192307692307,10.29647435897436,ok
Planet Hollywood,2026-02,South,2496.0,369,4.13550135501355,14.783653846153847,11.164529914529915,ok
SLS Las Vegas (Sahara),2025-06,North,1615.0,128,4.0234375,7.9256965944272455,7.9256965944272455,ok
SLS Las Vegas (Sahara),2025-07,North,1615.0,200,4.12,12.38390092879257,10.154798761609907,ok
SLS Las Vegas (Sahara),2025-08,North,1615.0,167,3.9760479041916166,10.340557275541794,10.21671826625387,ok
SLS Las Vegas (Sahara),2025-09,North,1615.0,207,4.096618357487923,12.81733746130031,11.847265221878226,ok
SLS Las Vegas (Sahara),2025-10,North,1615.0,46,4.804347826086956,2.848297213622291,8.6687306501548,suspected_hole
SLS Las Vegas (Sahara),2025-11,North,1615.0,174,4.362068965517241,10.773993808049536,8.813209494324047,ok
SLS Las Vegas (Sahara),2025-12,North,1615.0,155,4.180645161290323,9.597523219814242,7.739938080495357,ok
SLS Las Vegas (Sahara),2026-01,North,1615.0,111,3.963963963963964,6.8730650154798765,9.081527347781218,ok
SLS Las Vegas (Sahara),2026-02,North,1615.0,215,4.116279069767442,13.312693498452013,9.927760577915377,ok
The Cosmopolitan,2025-08,South,3027.0,104,4.365384615384615,3.435744962008589,3.435744962008589,ok
The Cosmopolitan,2025-09,South,3027.0,263,4.277566539923955,8.688470432771721,6.0621076973901555,ok
The Cosmopolitan,2025-10,South,3027.0,222,4.184684684684685,7.333994053518335,6.4860698160995485,ok
The Cosmopolitan,2025-11,South,3027.0,236,4.3559322033898304,7.796498183019492,7.939654223103183,ok
The Cosmopolitan,2025-12,South,3027.0,102,4.166666666666667,3.3696729435084243,6.166721726682083,ok
The Cosmopolitan,2026-01,South,3027.0,237,4.227848101265823,7.829534192269574,6.331901772932497,ok
The Cosmopolitan,2026-02,South,3027.0,268,4.470149253731344,8.853650479022134,6.684285871600044,ok
The Cromwell,2022-03,North,188.0,437,4.247139588100686,232.44680851063828,232.44680851063828,ok
The Cromwell,2023-03,North,188.0,420,4.026190476190476,223.40425531914892,227.9255319148936,ok
The Cromwell,2024-03,North,188.0,258,3.87984496124031,137.2340425531915,197.6950354609929,ok
The Cromwell,2025-03,North,188.0,216,3.185185185185185,114.89361702127661,158.51063829787233,ok
The Cromwell,2025-04,North,188.0,12,2.75,6.382978723404255,86.17021276595746,suspected_hole
The Cromwell,2025-05,North,188.0,12,2.75,6.382978723404255,42.55319148936171,suspected_hole
The Cromwell,2025-06,North,188.0,18,3.2777777777777777,9.574468085106384,7.446808510638299,suspected_hole
The Cromwell,2025-07,North,188.0,13,4.076923076923077,6.914893617021277,7.624113475177306,ok
The Cromwell,2025-08,North,188.0,9,3.3333333333333335,4.787234042553192,7.092198581560283,ok
The Cromwell,2025-09,North,188.0,13,3.4615384615384617,6.914893617021277,6.205673758865249,ok
The Cromwell,2025-10,North,188.0,13,2.769230769230769,6.914893617021277,6.205673758865248,ok
The Cromwell,2025-11,North,188.0,19,3.6315789473684212,10.106382978723403,7.9787234042553195,ok
The Cromwell,2025-12,North,188.0,13,3.4615384615384617,6.914893617021277,7.978723404255319,ok
The Cromwell,2026-01,North,188.0,21,2.1904761904761907,11.170212765957446,9.397163120567376,ok
The Cromwell,2026-02,North,188.0,14,2.9285714285714284,7.446808510638298,8.51063829787234,ok
The Drew Las Vegas (Fontainebleau),2025-10,North,3644.0,4,5.0,0.10976948408342481,0.10976948408342481,ok
The Drew Las Vegas (Fontainebleau),2025-11,North,3644.0,359,4.337047353760446,9.851811196487377,4.980790340285401,ok
The Drew Las Vegas (Fontainebleau),2025-12,North,3644.0,289,4.508650519031142,7.930845225027443,5.964141968532748,ok
The Drew Las Vegas (Fontainebleau),2026-01,North,3644.0,327,4.507645259938838,8.973655323819978,8.918770581778265,ok
The Drew Las Vegas (Fontainebleau),2026-02,North,3644.0,424,4.372641509433962,11.63556531284303,9.51335528723015,ok
The LINQ Hotel + Experience,2025-03,North,2253.0,194,3.2783505154639174,8.610741233910343,8.610741233910343,ok
The LINQ Hotel + Experience,2025-04,North,2253.0,114,3.219298245614035,5.0599201065246335,6.835330670217488,ok
The LINQ Hotel + Experience,2025-05,North,2253.0,95,3.2842105263157895,4.216600088770528,5.962420476401835,ok
The LINQ Hotel + Experience,2025-06,North,2253.0,121,3.15702479338843,5.370616955170883,4.882379050155348,ok
The LINQ Hotel + Experience,2025-07,North,2253.0,110,3.418181818181818,4.882379050155349,4.823198698032254,ok
The LINQ Hotel + Experience,2025-08,North,2253.0,109,3.1376146788990824,4.837993786063027,5.030329930463086,ok
The LINQ Hotel + Experience,2025-09,North,2253.0,95,3.389473684210526,4.216600088770528,4.645657641662968,ok
The LINQ Hotel + Experience,2025-10,North,2253.0,69,3.5217391304347827,3.062583222370173,4.0390590324012425,ok
The LINQ Hotel + Experience,2025-11,North,2253.0,80,3.375,3.550821127385708,3.610001479508803,ok
The LINQ Hotel + Experience,2025-12,North,2253.0,85,3.588235294117647,3.7727474478473146,3.4620505992010653,ok
The LINQ Hotel + Experience,2026-01,North,2253.0,97,3.7216494845360826,4.305370616955171,3.8763130640627317,ok
The LINQ Hotel + Experience,2026-02,North,2253.0,139,3.7338129496402876,6.1695517088326675,4.749223257878384,ok
The Mirage,2025-03,North,3044.0,10,3.5,0.328515111695138,0.328515111695138,ok
The Palazzo,2025-03,North,3068.0,100,4.54,3.259452411994785,3.259452411994785,ok
The Palazzo,2025-04,North,3068.0,115,4.417391304347826,3.748370273794003,3.503911342894394,ok
The Palazzo,2025-05,North,3068.0,132,4.621212121212121,4.3024771838331155,3.770099956540635,ok
The Palazzo,2025-06,North,3068.0,114,4.43859649122807,3.715775749674054,3.9222077357670577,ok
The Palazzo,2025-07,North,3068.0,169,4.550295857988166,5.508474576271186,4.508909169926119,ok
The Palazzo,2025-08,North,3068.0,127,4.543307086614173,4.139504563233377,4.454584963059539,ok
The Palazzo,2025-09,North,3068.0,68,4.411764705882353,2.216427640156454,3.9548022598870056,ok
The Palazzo,2025-10,North,3068.0,120,4.65,3.911342894393742,3.4224250325945245,ok
The Palazzo,2025-11,North,3068.0,115,4.660869565217391,3.748370273794003,3.2920469361147333,ok
The Palazzo,2025-12,North,3068.0,112,4.383928571428571,3.650586701434159,3.770099956540635,ok
The Palazzo,2026-01,North,3068.0,119,4.38655462184874,3.878748370273794,3.759235115167319,ok
The Palazzo,2026-02,North,3068.0,149,4.651006711409396,4.856584093872229,4.12863972186006,ok
The Signature at MGM Grand,2024-03,South,1728.0,281,4.06049822064057,16.261574074074073,16.261574074074073,ok
The Signature at MGM Grand,2025-03,South,1728.0,493,4.14604462474645,28.53009259259259,22.395833333333332,ok
The Signature at MGM Grand,2025-04,South,1728.0,42,3.9285714285714284,2.430555555555556,15.74074074074074,ok
The Signature at MGM Grand,2025-05,South,1728.0,35,3.7142857142857144,2.025462962962963,10.995370370370368,suspected_hole
The Signature at MGM Grand,2025-06,South,1728.0,43,3.3255813953488373,2.488425925925926,2.314814814814815,suspected_hole
The Signature at MGM Grand,2025-07,South,1728.0,30,4.033333333333333,1.7361111111111112,2.0833333333333335,ok
The Signature at MGM Grand,2025-08,South,1728.0,41,3.926829268292683,2.372685185185185,2.199074074074074,ok
The Signature at MGM Grand,2025-09,South,1728.0,33,4.424242424242424,1.9097222222222223,2.006172839506173,ok
The Signature at MGM Grand,2025-10,South,1728.0,27,3.962962962962963,1.5625,1.9483024691358029,ok
The Signature at MGM Grand,2025-11,South,1728.0,36,3.9722222222222223,2.083333333333333,1.8518518518518519,ok
The Signature at MGM Grand,2025-12,South,1728.0,20,4.3,1.1574074074074074,1.60108024691358,ok
The Signature at MGM Grand,2026-01,South,1728.0,32,3.6875,1.8518518518518516,1.6975308641975306,ok
The Signature at MGM Grand,2026-02,South,1728.0,50,4.06,2.8935185185185186,1.9675925925925926,ok
Treasure Island (TI),2025-08,North,2885.0,113,4.486725663716814,3.9168110918544192,3.9168110918544192,ok
Treasure Island (TI),2025-09,North,2885.0,205,4.097560975609756,7.105719237435008,5.511265164644714,ok
Treasure Island (TI),2025-10,North,2885.0,237,4.0928270042194095,8.214904679376083,6.412478336221837,ok
Treasure Island (TI),2025-11,North,2885.0,174,4.2988505747126435,6.031195840554593,7.117273252455227,ok
Treasure Island (TI),2025-12,North,2885.0,193,4.2020725388601035,6.689774696707105,6.978625072212594,ok
Treasure Island (TI),2026-01,North,2885.0,199,4.045226130653266,6.897746967071057,6.539572501444252,ok
Treasure Island (TI),2026-02,North,2885.0,290,4.0,10.051993067590988,7.879838243789717,ok
Tropicana Las Vegas,2024-03,South,1467.0,993,3.5438066465256797,67.68916155419224,67.68916155419224,ok
Tropicana Las Vegas,2025-03,South,1467.0,165,3.9515151515151516,11.247443762781186,39.468302658486714,ok
Tropicana Las Vegas,2025-10,South,1467.0,2,3.5,0.136332651670075,26.357645989547834,ok
Vdara Hotel & Spa,2025-03,South,1495.0,653,4.078101071975498,43.67892976588629,43.67892976588629,ok
Vdara Hotel & Spa,2025-04,South,1495.0,83,4.036144578313253,5.551839464882943,24.615384615384617,ok
Vdara Hotel & Spa,2025-05,South,1495.0,69,3.971014492753623,4.615384615384616,17.94871794871795,ok
Vdara Hotel & Spa,2025-06,South,1495.0,58,4.5,3.879598662207358,4.682274247491638,suspected_hole
Vdara Hotel & Spa,2025-07,South,1495.0,72,3.9305555555555554,4.816053511705685,4.43701226309922,ok
Vdara Hotel & Spa,2025-08,South,1495.0,63,4.111111111111111,4.214046822742475,4.303232998885172,ok
Vdara Hotel & Spa,2025-09,South,1495.0,71,4.23943661971831,4.749163879598662,4.593088071348941,ok
Vdara Hotel & Spa,2025-10,South,1495.0,71,3.76056338028169,4.749163879598662,4.570791527313266,ok
Vdara Hotel & Spa,2025-11,South,1495.0,71,4.140845070422535,4.749163879598662,4.749163879598662,ok
Vdara Hotel & Spa,2025-12,South,1495.0,51,4.019607843137255,3.411371237458194,4.303232998885172,ok
Vdara Hotel & Spa,2026-01,South,1495.0,76,3.486842105263158,5.083612040133779,4.414715719063545,ok
Vdara Hotel & Spa,2026-02,South,1495.0,98,3.7653061224489797,6.5551839464882935,5.016722408026756,ok
Waldorf Astoria Las Vegas,2023-03,South,389.0,247,4.481781376518219,63.49614395886889,63.49614395886889,ok
Waldorf Astoria Las Vegas,2024-03,South,389.0,424,4.4834905660377355,108.99742930591259,86.24678663239074,ok
Waldorf Astoria Las Vegas,2025-03,South,389.0,345,4.547826086956522,88.68894601542416,87.06083976006853,ok
Waldorf Astoria Las Vegas,2025-04,South,389.0,31,4.806451612903226,7.969151670951156,68.55184233076264,suspected_hole
Waldorf Astoria Las Vegas,2025-05,South,389.0,21,4.476190476190476,5.3984575835475574,34.01885175664096,suspected_hole
Waldorf Astoria Las Vegas,2025-06,South,389.0,30,4.3,7.712082262210797,7.0265638389031695,suspected_hole
Waldorf Astoria Las Vegas,2025-07,South,389.0,25,4.56,6.426735218508997,6.512425021422451,ok
Waldorf Astoria Las Vegas,2025-08,South,389.0,30,4.9,7.712082262210797,7.28363324764353,ok
Waldorf Astoria Las Vegas,2025-09,South,389.0,38,4.447368421052632,9.768637532133676,7.969151670951157,ok
Waldorf Astoria Las Vegas,2025-10,South,389.0,23,4.260869565217392,5.912596401028278,7.79777206512425,ok
Waldorf Astoria Las Vegas,2025-11,South,389.0,38,4.5,9.768637532133676,8.483290488431876,ok
Waldorf Astoria Las Vegas,2025-12,South,389.0,25,4.4,6.426735218508997,7.369323050556983,ok
Waldorf Astoria Las Vegas,2026-01,South,389.0,33,4.2727272727272725,8.483290488431876,8.226221079691516,ok
Waldorf Astoria Las Vegas,2026-02,South,389.0,34,4.352941176470588,8.740359897172237,7.8834618680377035,ok
Wynn Las Vegas,2025-08,North,2716.0,113,4.3097345132743365,4.160530191458026,4.160530191458026,ok
Wynn Las Vegas,2025-09,North,2716.0,261,4.490421455938697,9.609720176730487,6.885125184094257,ok
Wynn Las Vegas,2025-10,North,2716.0,199,4.708542713567839,7.326951399116348,7.03240058910162,ok
Wynn Las Vegas,2025-11,North,2716.0,225,4.662222222222222,8.284241531664211,8.406971035837016,ok
Wynn Las Vegas,2025-12,North,2716.0,201,4.7611940298507465,7.40058910162003,7.670594010800197,ok
Wynn Las Vegas,2026-01,North,2716.0,190,4.689473684210526,6.995581737849779,7.560137457044672,ok
Wynn Las Vegas,2026-02,North,2716.0,267,4.734082397003745,9.830633284241532,8.075601374570446,ok
