brand,data_source,month,vader_score,textblob_score,n_reviews,confidence_flag,conflicting_signal
MGM Resorts,app_store,2026-01,-0.004484615384615382,-0.006336996336996329,13,medium,False
MGM Resorts,app_store,2026-02,0.28885000000000005,0.29307714045214045,10,medium,False
MGM Resorts,google_maps,2024-03,0.5776470588235293,0.1894635895757992,17,medium,False
MGM Resorts,google_maps,2025-03,0.5118865853658536,0.17493962623819892,82,high,False
MGM Resorts,google_maps,2025-04,0.152875,0.08387816208259678,12,medium,False
MGM Resorts,google_maps,2025-05,0.5032583333333333,0.05842990281343697,12,medium,False
MGM Resorts,google_maps,2025-06,0.23077999999999999,0.05480327538100092,20,medium,False
MGM Resorts,google_maps,2025-07,0.2599090909090909,0.10234235851815923,22,medium,False
MGM Resorts,google_maps,2025-08,0.30443793103448274,0.14628697909603755,29,medium,False
MGM Resorts,google_maps,2025-09,0.3098029411764706,0.1669020124338321,34,high,False
MGM Resorts,google_maps,2025-10,0.36351999999999995,0.12699069787305595,35,high,False
MGM Resorts,google_maps,2025-11,0.3255460317460317,0.1046790716200078,63,high,False
MGM Resorts,google_maps,2025-12,0.4297229508196721,0.12887874998320284,61,high,False
MGM Resorts,google_maps,2026-01,0.4150304878048781,0.14367048084110215,82,high,False
MGM Resorts,google_maps,2026-02,0.5479361111111111,0.1564668429053868,108,high,False
MGM Resorts,google_maps,2026-03,0.6073444444444445,0.2614814814814815,9,low,False
