brand,app_name,data_source,review_date,rating,review_text,date_precision
Caesars Entertainment,Caesars Rewards,apple_app_store,2026-02-04 16:41:31,1.0,In a call it was necessary to repeat the same information four times.  The agent was not focused on helping.  The agent eventually elevated the problem.  It will take an unsatisfactory 73 hours to get a callback.,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-02-03 22:50:58,1.0,was great app. Now none of the links work for getting hotel rates or entertainment tickets. NEEDS A BIG PATCH!,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-02-03 16:45:40,2.0,junky & clumsy- so slow to respond- the payment entry area needs an enema,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-02-01 05:42:31,5.0,on point,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-30 21:38:10,1.0,no more freeplay? yea count me out on going to harrahs anymore. Weird move but they're way better casinos than harrahs so not really a lost cause ima just go to the casino that actually loves their customers and gives them stuff that's actually worth it,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-26 10:33:52,2.0,"The app was great up until the last 6 months or so. half the time I couldn't book a room with it or accept any offers. even though I could see my offers and see that I was signed in, until I tried to do something. Then it signs me out. Over the last few days its the same thing but worse. Its not hit or miss anymore, its a constant issue. I cant do anything through the app. is there a solution? And yes, I uninstalled it and re-installed it...a few times. Update: did that and it didnt work.",exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-23 17:16:25,1.0,"only reason stopping me to apply their credit card is you must book the complimentary hotel room at least 48 hours in advance. if you have rooms available, why can't i book for the same day?",exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-21 04:25:45,1.0,won't let me see member rates for any hotels or let me book any stays.,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-20 19:55:41,1.0,links to check member rate hasn't worked for weeks now,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2026-01-20 06:47:48,1.0,Can’t book a room on the app it’s been over 2 weeks still doesn’t work this is sad fix it,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-13 23:43:45,3.0,"The app has some great features such as account credits and booking is top notch. However, please correct me if Im wrong but offers are somewhat confusing. Some say accepted, some redeemed. Is there a difference? Also, sometimes I have offers that expire because they didn't show up on my account when using my card on slot machine. Unsure, why. Attendant said reinsert card randomly. That this would activate offers sometimes. To many characters to address other problems here. Not allowed.",exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-13 15:00:53,3.0,everytime I open i get an error message and have to reboot to login. each section i open need a security verification and usually times out before completing.,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-05 23:49:38,4.0,pbj403 error app not working. when working it's great,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2026-01-05 17:49:00,1.0,"I try to book a room and it never loads. It just keeps saying “searching rooms” and the spinner keeps going. I sent a help request and they said to just call to book a room. So I will be staying at MGM instead, I guess.",exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-05 11:26:53,1.0,freezes alot,exact
Caesars Entertainment,Caesars Rewards,google_play,2026-01-01 18:55:32,5.0,a delight to use!,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-12-31 20:41:25,1.0,"We were Caesars members for over a decade, but now comps, rooms and vouchers all suck. The app sucks and doesn’t work. The slots are super tight, so you can’t win anymore. Also, we were recently told our free play got cancelled on the day we got there. Cancelled? No reason at all. Rooms are always an issue now and forget free food. You go and spend all your money and get nothing, zilch. We will never go back after this last visit.
Go somewhere where you are valued. Caesars is not it.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-28 09:44:05,1.0,"I can't see my upcoming Freeplay offers at all, what gives? I am disappointed",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-26 21:50:28,1.0,your app is not showing account info or offers. Could you please fix the issue? I will adjust my rating upon app fix.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-22 09:00:54,5.0,all the best if all the greating times,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-20 09:46:23,1.0,It doesn't work.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-19 14:50:36,1.0,"latest update caused most functions to stop working. The offers page is blank, account page is blank, and cannot book a room.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-19 13:43:37,5.0,easy,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-14 22:01:11,5.0,great stuff!!! most excellent staff clean and so fun,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-12 00:00:00,3.0,only works 1/2 the time,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-10 11:47:31,5.0,good show.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-10 10:58:35,1.0,Caesars has several apps and they all have different passwords. And none of the apps are very good.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-09 23:43:47,1.0,what good is this if you can't travel 1500 miles to Vegas or anywhere else for this garbage!?,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-12-05 13:17:25,1.0,I have no idea if this app is good or bad because it has never given me more than a message about it experiencing problems now- try again later,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-03 12:20:51,3.0,"App is ok, but kind of clunky. It often just shows Caesars web pages",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-12-01 12:09:54,1.0,Called the ceasars rewards number about the app blanking out certain states and not getting my rewards in the app. The agent kept over talking me and was very rude. Still not able to select or get rewards..,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-30 08:49:43,5.0,slow,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-27 12:43:53,1.0,"since last update, I cannot access my calender for booking a room. does not populate and is frustrating. please fix.",exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-11-26 14:14:00,1.0,Ceasers in Cherokee are thieves,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-26 08:11:27,1.0,app will not accept any password I enter as I try to activate a new account for online access. I have a rewards card and number. this app is absolutely terrible.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-25 09:51:00,5.0,awesome,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-25 02:08:35,2.0,I just updated the app again and now I can't see my account info nor offers (blank screen) and I can't even get to the page to manage my reservations.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-20 10:20:53,1.0,Terrible,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-11-18 03:56:24,3.0,"It’s mostly great, but when you try to book concurrent hotel stays, it doesn’t work. For example, if I want to stay at one hotel from May 1-3, and then another from May 3-5, it won’t let me. It doesn’t understand that I’m checking out on May 3 and so it’s ok to book a new place for the night of may 3",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-06 05:01:59,1.0,Half of the page links don't open to allow you to register for things. Just stuck on blank white screens.,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-11-04 02:17:54,1.0,"I was recently contacted by an online casino host was told to download the new casino rewards app and I would see more offers here. 
BUT I CANT LOG IN!  
I posted this a couple days ago and I’m not getting a response by anyone. Not to mention it’s not on here. 
Waste of time resetting password etc. 
apparently other reviewers are frustrated as well.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-03 17:00:22,1.0,sends you offers and then when you get there you're not eligible for them.,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-11-03 09:48:28,1.0,It’s been over 15 emails several calls they can tell it crashed keep asking for snapshots I have provided now that I have everything asked for radio silence do not play this game without screen recording,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-11-01 03:19:30,1.0,impossible to add credit card via app and the rewards points from my Caesars credit card never come through. disaster,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-10-31 22:54:14,1.0,does not work to check in or check out of Casino,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-10-26 22:26:57,1.0,This app is cloned. Please remove all devices from this app.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-10-25 07:17:52,1.0,"slow & pages don't open since the 10/22/25 upgrade. I've uninstalled, reinstalled, but the page to see a hotels calendar to book, spins forever and never loads. Never had this is issue until this upgrade. It's awful!",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-10-24 07:44:20,1.0,Unable to complete downloading the update.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-10-21 06:08:04,1.0,"For months now I can't search rates, even after the October update. When clicking on ""stay"" then try to click on any hotel it doesn't do anything. just stuck there. It used to allow me to atleast click a hotel and then get stuck loading once I select dates.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-10-18 13:13:23,1.0,not allow me to log in. always website experience problems. uninstall still the same.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-10-16 19:50:52,3.0,Too many steps to login to my account !??,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-10-12 20:41:58,3.0,I seem to have to re log in to this app constantly.,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-10-11 04:41:40,2.0,Barely works. Haven’t been able to log in for days. Booking is awkward,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-10-09 20:48:17,5.0,still trying to figure out what rewards I have available and what it takes to receive them,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-09-30 10:41:02,1.0,"Customer service calls inform you for any change, drive to the casino. No information can be given if your account is incorrect.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-09-30 10:27:15,3.0,not showing me to change the dates to see offers for next month I got your reply but the screen is blank when I click date it is not working,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-09-27 11:59:52,2.0,"For the last few weeks, the app has been buffering when attempting to load room options. I tried uninstalling and reinstalling the app. It still does not work. Any suggestions?",exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-09-26 11:06:55,1.0,"all links to the properties comes up blank except for the exterior picture. really wanted to book a room in Columbus, NE using my rewards but will have to look elsewhere.",exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-09-25 05:55:12,4.0,Fails to give the $$ amount of free play you’ll be receiving.  All other casino apps tell you how much up front.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-09-16 05:03:16,5.0,love ceazers,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-09-09 22:24:14,1.0,You think for a multi billion dollar company they would have tech people that create a reliable app!,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-09-09 20:18:36,2.0,"App is not user-friendly when it comes to trying to pay your Ceasars Visa credit card. It is hard to find, and I don't like using it.",exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-09-09 00:07:33,1.0,Game pass crashes kick you out in the middle of spins still takes money from your account doesn't give good rewards I think I might just delete app,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-09-06 15:25:02,5.0,love 💕,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-09-03 21:59:50,3.0,LOVE REWARDS!!! BUT WORKING ON this login situation:...Still ... WORKING ON THIS... UGH,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-09-02 02:17:09,1.0,Won’t open to show my free rooms or anything to do with rates this app is horrible and it’s not my internet I have starlink so it’s definitely the app,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-09-01 00:38:10,1.0,can't look at offers or rooms,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-08-28 14:29:55,5.0,Love how easy this app is to use! I love that I can book my hotels threw here while traveling,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-08-25 09:44:24,1.0,"Will not bring up the Rewards or promotions page. I have the latest version. I have to go to the website to get the information. Sorry, but the ap is worthless to me. I deleted all browsers history from the three browsers on my phone, turned phone off and restarted it. same issue still exists. Will not bring up Rewards page. also will not bring up anything on the my account page.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-08-25 02:55:38,1.0,app not just keep spinning when I'm trying to look up nov dates,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-08-21 10:39:47,1.0,"cheating poker and tour. not dealing off the top setting up takeouts for rebuys. they've been specifically targeting me at the casinos with nothing but consecutive lovers or second best set up hands. im watching the deck board and hands. they are all set up hands cards don't fall like this I've played poker for over 12 years this is A BIG PROBLEM WATCH THE DECK WHEN DEALT. YOUTUBE ""SECOND CARD DEAL""",exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-08-19 11:40:15,1.0,This app is complete trash. Everytime u go to book a room it just keeps bouncing back after you hit payment! Then u gotta call the Caesar’s 1800 number and try to book which directs you to India or Pakistan and they don’t know what kinda room you want! It’s a complete joke,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-08-18 18:04:47,1.0,Today I once again tried to get into the app. First time this year but hey I’ve only been at it since 2020 but who’s counting 👎👎👎👎👎👎,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-08-17 15:00:23,2.0,"Not sure what happened here. Been trying to book a room for weeks, but the reservation calendar never loads. Super frustrating.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-08-11 16:23:14,5.0,"If you like to go to casinos, regardless of whether you gamble or not, and you do not have this app, you are out of your mind! I am not exaggerating when I say being a Caesars rewards member makes me feel like I am getting PAID to belong. This is probably the most beneficial app I have, out of hundreds!",exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-08-09 12:33:13,1.0,"I don’t know what happened to this app but now I can’t book rooms through it because it just gets endlessly tries loading the dates. Can’t see availability or prices at all and it’s been like his for weeks. 

Totally unusable since it was the only way I booked directly.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-08-04 15:34:45,5.0,love it when I get to go out and enjoy the day with Caesars slots. I love winning the food and the friendship friendly people,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-08-02 12:38:50,1.0,would be a better app if one could actually log in.,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-07-30 06:49:52,4.0,I would like to see only the places that I can earn Caesars Rewards at or at least be able to filter for reward eligible spots.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-07-26 13:56:30,1.0,The original 5+ years ago was better. After every update the app is acting slower and slower....,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-07-20 23:24:22,1.0,"Trying to create account, but apparently freezes.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-07-13 13:18:45,1.0,"Will not allow me to install with my new phone. Same phone number, new phone.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-07-10 19:06:27,3.0,cant check hotel prices,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-07-03 02:04:31,5.0,"love this app, always book throught it makes planning my vegas trips fast & simple plus the rewards, comps & free parking really leaves extra money to spend on the fun stuff!",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-07-02 15:59:52,5.0,love that I can track promotions and my points. I can see what is offer on vacation.,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-07-01 13:40:03,1.0,Terrible!,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-06-28 15:30:55,2.0,"worked great when I first installed it, now I can't get it to load ANY casino information for trying to book at any of the casinos. the calendar never loads.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-06-23 13:05:03,1.0,signed up tested and rejected,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-06-19 06:40:12,5.0,"great comps, cool service and great environment.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-06-19 05:18:55,1.0,"NOT GOOD. The promotions are not explained. The app constantly shows I have freeplay, but when I go to the casino, there is nothing. The surveys feature is useless. There is no explanation of how points are earned (Do table games, hotel stays, or food purchases count? How many points/dollar are earned? Are reward points and tier points earned at the same rate and in the same way?) Lastly, they do not respond to any inquiries sent via the app or to the email listed in the app. 0/5 Stars.",exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-06-08 23:44:01,1.0,"I can’t sign in. When I try to reset my password, the app tells me to check my email because a code has been sent. I’ve never received a code. When I try to register for a new account, I’m told that my email matches an account that already exists. If that’s the case, why can’t I reset my password?",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-06-07 21:50:25,3.0,"Check-in sucks. Did Express but still had to go to lobby. Instructions said go to Flora Lounge so once I found it I got out of line, only to be told that it was closed & to get back at the end of the registration line. So not only did mobile check-in not speed up the process, it further complicated it. Don't bother.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-06-06 01:35:01,1.0,terrible,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-06-05 21:24:47,1.0,"Had to download for “skip the line” checkin. Had to go to the rewards desk at the hotel to get my account fix to log into the app. Was ask to enter code sent to my email 4 times. Once in app it couldn’t find my reservation. Back to rewards line. They said I have a reservation and a rewards account, but have no clue why the app doesn’t work. So the app to “skip the line” gifted me with three line. Not the rewards I was hoping for.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-06-01 08:37:54,1.0,"completely useless. Penn/Ameristar actually shows most of the weekly offers, Caesars doesn't.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-06-01 01:44:36,1.0,Can't check my offers,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-29 20:03:50,1.0,Im having trouble getting signed into my Ceasars Reward account is there someone who can contact me regarding this issue.,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-05-27 01:47:11,2.0,For a few month now the games barely run and then the app crashes. Crashes multiple times during 10 spin bonus round. Thought some of the recent updates would fix it but it seems to be getting worse. Don’t see it’s my phone (even though it is a few years old) since the other 3 apps I use (playing some of the same games) run perfectly and are not slow or crash.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-18 15:05:40,1.0,add never works when you in there you can't open up any links to reserve a room,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-18 13:16:02,2.0,Caesars Rewards really needs to change the rewards system to compete with DraftKings & Bet MGM... they give better rewards for advancing to a higher tier level like free money/ Free Play worth lot's of money. I've been using Caesars MI exclusively so it would pay off in the end but I'm wrong.. definitely don't want a Free room for reaching diamond & diamond + .. people want free play can I trade in my 7 hotel stays for casino credits?,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-12 20:10:55,1.0,can't get into app...very frustrating,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-11 14:06:15,5.0,platinum member,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-07 04:11:24,1.0,"It says it's have an active account, which is very well might, but i don't know the password. So, I did reset password and it won't send me the code to either my email or text messages to reset it. so, I can't sign in!",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-05 00:39:27,5.0,Great app easy to use and redeem offers,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-02 18:54:37,1.0,sucks,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-05-01 23:07:16,1.0,"Been using it for years, now all of a sudden, the app won’t open. I get an error message. Tried uninstalling and reinstalling, didn’t work. Can’t find how to get support for my problem.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-05-01 13:22:28,1.0,Everytime I try to go into the differeent parts of the aoo it always saysbad request header to long How do I fix this?,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-04-30 06:38:31,1.0,THANKS FOR THE INVITE BYE CAN'T PLAY TABLES 😔 BUT NOT SURE IF I'M COMING BACK HERE,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-04-29 20:12:18,3.0,"Rewards are very low and they do vary from state to state they are not the same everywhere. Ceasars rewards are very tight I've been here 3 days and all I get is $20 not $20 A-day but $20 for my stay in 5 days Vegas. Maryland I get $80 every day. Yes, I am a diamond elite, but it should be the same at all the Ceasars casinos it is not believe me.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-04-28 20:09:57,3.0,Filter when searching offers does not work.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-04-28 06:14:07,4.0,Thanks for making this amazing app. It definitely makes sense to have especially if you are a casino fanatic or a family type of person who knows what Great amenities and perks can do for you all!! Only reason I didn't give you all a big 5 is simply because the app sometimes takes up a lot of memory and becomes a sleepy download that isn't always used regularly.,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-04-17 17:20:31,1.0,"Poor Technology , app is down at least twice a week on ongoing basis",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-04-16 10:27:09,3.0,Why is Caesars Windsor not listed as a destination?,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-04-13 10:05:21,3.0,The app is not loading to book any stays for the past month now. I tried to uninstall and reinstall but still nothing.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-04-07 10:22:38,4.0,$ saver,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-04-06 14:18:30,1.0,Love the credit card but this is day four of Bread Financial being down so I am unable to make any payments. I better not be charged interest or late fees! Fix it!,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-04-01 21:08:44,1.0,"all stopped working weeks ago. tried deleting and re installing, still doesn’t work",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-04-01 04:11:36,2.0,not helpful,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-03-28 20:40:15,1.0,"I had the app, used it well for my trip, then, a few days ago it just stopped working and has been down for 3 days. That’s way too long for a company like this. Fix the app already folks.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-03-24 09:03:54,5.0,love Harrah's casino ..,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-03-22 08:12:52,1.0,Can't create account,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-03-20 14:29:01,5.0,great,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-03-15 08:50:46,1.0,The app will not let me book a stay for like a week now. It just keeps trying to load and never loads the calendar so I can see rates and promos.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-03-08 14:49:44,5.0,Fantastic 😍,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-03-05 02:02:51,5.0,Great!,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-03-03 01:11:46,5.0,Got logged out after a forced update. Says all my passwords are incorrect. Go to receive a code to reset password and nothing is sent to email or phone. So permanently locked out of my account.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-22 13:34:42,2.0,User experience is terrible on this app and discount/promo codes are not always accurate. I find using the site is better but even that's a stretch.,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-02-22 03:59:14,3.0,The app no longer loads if I have my VPN on. It’s been like this for several weeks.,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-16 12:30:47,2.0,"Missing ""Login with Google"" account. Missing Google Wallet payment, missing more multi-factor authentication options like using Google Authenticator. Even being able to pay vendors in the hotel via the app is missing.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-15 02:55:59,5.0,I just love Caesars always have a good time love the trip's. just all in one of the best casinos i have ever been to,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-13 19:23:30,4.0,Good,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-12 03:12:28,5.0,Good,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-02-11 17:16:30,3.0,"This app works just fine. I was able to book a few trips with ease. Booking reservations for restaurants a breeze. Taking a beating at the casino… that was priceless and pricey at the same time. 

The positive note was the Bellagio and the Venetian was right nearby to recoup a lot of the money that was lost gambling in Caesars Palace, the Flamingo, Paris…ect. 

Now if only the resorts worked as nice as this app, I would be at Diamond Elite instead of just Plus. 
So yeah use the Comp rooms, just gamble elsewhere. 😎",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-10 16:18:23,5.0,Great experience,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-04 12:30:10,1.0,"Constant emails to register on this app for my upcoming trip. When trying to register, it will not let me because of me buying trip through a third party.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-04 11:05:27,1.0,"Can't log in. Created an account, but can't log in with credentials or with account number. Says account is locked and to reset password. Reset password doesn't work, reset verification code is never sent to phone or email.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-04 08:38:18,5.0,I stay gambling and staying the night here it's the greatest app lol,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-02-01 09:44:09,1.0,To much personal information needed to participate,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-01-30 20:40:55,5.0,Good luck 🤞,exact
Caesars Entertainment,Caesars Rewards,apple_app_store,2025-01-15 14:33:06,1.0,"Caesars Rewards will tell me that my credentials are incorrect, but when I use the same information signing on to my Caesars acccount via the sportsbook it works no problem. After being told my information was wrong on this app numerous times I even had to use the sportsbook app last time to book my hotel instead of this app…what a joke.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-01-14 00:24:32,1.0,"Cannot log in... No matter how many times I reset my password, I cannot log into my rewards account through the app or the website.",exact
Caesars Entertainment,Caesars Rewards,google_play,2025-01-13 23:20:14,5.0,Awesome,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-01-13 16:59:11,5.0,Good app u get free rewards for playing games at Caesars I can save and spend fur food shopping golf or sauna or whatever so yeah u get free rewards for playing games at Caesars but most of the time u might end up spending money to play games but then sometimes u can opt in on promotions and get free money or coins or points or whatever to play casino cahes and I've not hardly spent 20-30$ when I first played Caesars casinos and I got up to 260$ and collected 200$ of it,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-01-12 15:35:55,5.0,Yes If I new how it works,exact
Caesars Entertainment,Caesars Rewards,google_play,2025-01-06 01:07:50,5.0,Good,exact
